iron_alloy_name,"Elastic (Young's, Tensile) Modulus (psi)",Elongation at Break (%),Shear Modulus (psi),Tensile Strength: Ultimate (UTS) (psi),Tensile Strength: Yield (Proof) (psi),Compressive (Crushing) Strength (psi),Fracture Toughness (MPa·m^0.5),Shear Strength (psi),Impact Strength: V-Notched Charpy (lb),Fatigue Strength (psi),Reduction in Area (%),Latent Heat of Fusion (J/g),Melting Completion (Liquidus) (F),Melting Onset (Solidus) (F),Specific Heat Capacity (F),Thermal Conductivity (F),Thermal Expansion (K),Maximum Temperature: Mechanical (F),Maximum Temperature: Corrosion (F),Curie Temperature (F),Base Metal Price (relative),Embodied Carbon (material),Embodied Energy (BTU/lb),Embodied Water (gal/lb),Calomel Potential (mV),Stiffness to Weight: Axial (points),Stiffness to Weight: Bending (points),Strength to Weight: Axial (points),Strength to Weight: Bending (points),Thermal Diffusivity (/s),Thermal Shock Resistance (points),Brinell Hardness min,Brinell Hardness max,Poisson's Ratio min,Poisson's Ratio max,Rockwell C Hardness min,Rockwell C Hardness max,Rockwell B Hardness min,Rockwell B Hardness max,Density min,Density max,Resilience: Ultimate (Unit Rupture Work) min,Resilience: Ultimate (Unit Rupture Work) max,Resilience: Unit (Modulus of Resilience) min,Resilience: Unit (Modulus of Resilience) max,PREN (Pitting Resistance) min,PREN (Pitting Resistance) max,Iron (Fe)Fe min,Iron (Fe)Fe max,Carbon (C)C min,Carbon (C)C max,Silicon (Si)Si min,Silicon (Si)Si max,Manganese (Mn)Mn min,Manganese (Mn)Mn max,Phosphorus (P)P min,Phosphorus (P)P max,Sulfur (S)S min,Sulfur (S)S max,Chromium (Cr)Cr min,Chromium (Cr)Cr max,Molybdenum (Mo)Mo min,Molybdenum (Mo)Mo max,Nickel (Ni)Ni min,Nickel (Ni)Ni max,Copper (Cu)Cu min,Copper (Cu)Cu max,Vanadium (V)V min,Vanadium (V)V max,Aluminum (Al)Al min,Aluminum (Al)Al max,Magnesium (Mg)Mg min,Magnesium (Mg)Mg max,Selenium (Se)Se min,Selenium (Se)Se max,Tin (Sn)Sn min,Tin (Sn)Sn max,Arsenic (As)As min,Arsenic (As)As max,Residualsres. min,Residualsres. max,Titanium (Ti)Ti min,Titanium (Ti)Ti max,Zirconium (Zr)Zr min,Zirconium (Zr)Zr max,Niobium (Nb)Nb min,Niobium (Nb)Nb max,Nitrogen (N)N min,Nitrogen (N)N max,Cobalt (Co)Co min,Cobalt (Co)Co max,Tungsten (W)W min,Tungsten (W)W max,Calcium (Ca)Ca min,Calcium (Ca)Ca max,Boron (B)B min,Boron (B)B max,Oxygen (O)O min,Oxygen (O)O max,Tantalum (Ta)Ta min,Tantalum (Ta)Ta max,Cerium (Ce)Ce min,Cerium (Ce)Ce max,Lanthanum (La)La min,Lanthanum (La)La max,Zinc (Zn)Zn min,Zinc (Zn)Zn max,Lead (Pb)Pb min,Lead (Pb)Pb max
ASTM A602 Grade M4504 (F20001) Cast Iron,180,4.0,70,450,310,,,,,,,260,1410,1370,480,41,14,,,,1.9,1.5,20,45,,13,25,16,17,11,13,190,190,0.29,0.29,,,,,7.6g/cm3480lb/ft3,7.6g/cm3480lb/ft3,16MJ/m3,16MJ/m3,260kJ/m3,260kJ/m3,,,93.6,96.7,2.2,2.9,0.9,1.9,0.15,1.3,0.020,0.15,0.020,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE-ASTM Grade G3500b (F10010) Grey Cast Iron,180,9.6,70,260,180,,,,,,,260,1390,1350,490,41,14,,,,1.9,1.5,21,44,,13,25,9.5,12,11,7.5,230,230,0.29,0.29,,,,,7.6g/cm3470lb/ft3,7.6g/cm3470lb/ft3,22MJ/m3,22MJ/m3,88kJ/m3,88kJ/m3,,,93.2,94.7,3.4,3.7,1.3,1.8,0.6,0.9,0,0.15,0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM A602 Grade M5003 (F20002) Cast Iron,180,3.0,70,520,350,,,,,,,260,1410,1370,480,41,14,,,,1.9,1.5,20,45,,13,25,19,19,11,15,210,210,0.29,0.29,,,,,7.6g/cm3480lb/ft3,7.6g/cm3480lb/ft3,14MJ/m3,14MJ/m3,330kJ/m3,330kJ/m3,,,93.6,96.7,2.2,2.9,0.9,1.9,0.15,1.3,0.020,0.15,0.020,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE-ASTM Grade G4000 (F10008) Grey Cast Iron,180,9.6,70,290,200,,,,,,,270,1390,1350,490,41,14,,,,1.9,1.5,21,45,,13,25,11,13,11,8.6,240,240,0.29,0.29,,,,,7.6g/cm3470lb/ft3,7.6g/cm3470lb/ft3,25MJ/m3,25MJ/m3,110kJ/m3,110kJ/m3,,,93.4,94.5,3.0,3.3,1.8,2.1,0.7,1.0,0,0.1,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE-ASTM Grade G3000 (F10006) Grey Cast Iron,180,9.6,70,220,150,,,,,,,270,1390,1350,490,41,12,,,,1.9,1.5,21,44,,13,25,8.1,11,11,7.3,210,210,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,19MJ/m3,19MJ/m3,65kJ/m3,65kJ/m3,,,93.1,94.4,3.1,3.4,1.9,2.3,0.6,0.9,0,0.15,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE-ASTM Grade G2500 (F10005) Grey Cast Iron,180,14,69,190,120,,,,,,,270,1390,1350,490,42,14,,,,1.9,1.5,21,44,,13,25,6.9,9.6,11,5.5,200,200,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,23MJ/m3,23MJ/m3,42kJ/m3,42kJ/m3,,,92.9,94.2,3.2,3.5,2.0,2.4,0.6,0.9,0,0.2,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE-ASTM Grade G2500a (F10009) Grey Cast Iron,180,14,69,190,120,,,,,,,270,1390,1350,490,41,14,,,,1.9,1.5,21,44,,13,25,6.9,9.6,11,5.5,200,200,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,22MJ/m3,22MJ/m3,42kJ/m3,42kJ/m3,,,92.9,94.4,3.4,3.7,1.6,2.1,0.6,0.9,0,0.15,0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM Grade 80-55-06 (SAE D5506) Ductile Cast Iron,170,8.2,64,600,410,,,500,,,,270,1160,1120,490,36,11,290,,,1.9,1.5,21,43,,12,24,22,21,9.8,23,190,190,0.31,0.31,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,44MJ/m3,44MJ/m3,490kJ/m3,490kJ/m3,,,93.7,95.5,3.0,3.5,1.5,2.8,,,0,0.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM Grade 60-42-10 Ductile Cast Iron,180,11,70,470,320,,,,,,,270,1160,1120,490,36,11,290,,,1.9,1.5,21,43,,13,25,17,18,9.8,17,,,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,48MJ/m3,48MJ/m3,290kJ/m3,290kJ/m3,,,93.7,95.5,3.0,3.5,1.5,2.8,,,0,0.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASTM Grade 65-45-12 (SAE D4512, ISO 450-10) Ductile Cast Iron",170,13,65,490,340,,23,440,,,,270,1160,1120,490,36,11,290,,,1.9,1.5,21,43,,13,26,19,19,10,19,180,180,0.29,0.29,,,,,7.1g/cm3440lb/ft3,7.1g/cm3440lb/ft3,59MJ/m3,59MJ/m3,340kJ/m3,340kJ/m3,,,93.7,95.5,3.0,3.5,1.5,2.8,,,0,0.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE-ASTM Grade G3500 (F10007) Grey Cast Iron,180,9.6,70,260,180,,,,,,,270,1390,1350,490,41,14,,,,1.9,1.5,21,44,,13,25,9.5,12,11,7.5,230,230,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,22MJ/m3,22MJ/m3,88kJ/m3,88kJ/m3,,,93.3,94.6,3.0,3.3,1.8,2.2,0.6,0.9,0,0.12,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASTM Grade 60-40-18 (SAE D4018, ISO 400-18, EN-JS 1025) Ductile Cast Iron",170,20,66,460,310,,30,420,,,,270,1160,1120,490,36,11,290,,,1.9,1.5,21,43,,13,26,18,19,10,18,160,160,0.29,0.29,,,,,7.1g/cm3440lb/ft3,7.1g/cm3440lb/ft3,80MJ/m3,80MJ/m3,280kJ/m3,280kJ/m3,,,93.7,95.5,3.0,3.5,1.5,2.8,,,0,0.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM Grade 65-45-15 Ductile Cast Iron,180,17,70,500,350,,,,,,,270,1160,1120,490,36,11,290,,,1.9,1.5,21,43,,13,25,19,19,9.8,18,180,180,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,76MJ/m3,76MJ/m3,350kJ/m3,350kJ/m3,,,93.7,95.5,3.0,3.5,1.5,2.8,,,0,0.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASTM Grade 80-60-03 (ISO 600-3, EN-JS 1060) Ductile Cast Iron",170,3.3,67,630,440,,20,450,,,,270,1160,1120,490,33,11,290,,,1.9,1.5,21,43,,13,26,24,23,9.2,24,230,230,0.29,0.29,,,,,7.2g/cm3450lb/ft3,7.2g/cm3450lb/ft3,19MJ/m3,19MJ/m3,550kJ/m3,550kJ/m3,,,93.7,95.5,3.0,3.5,1.5,2.8,,,0,0.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASTM Grade 100-70-03 (SAE D7003, ISO 700-2, EN-JS 1070) Ductile Cast Iron",180,3.0,68,770,530,,15,630,,,,270,1160,1120,490,31,11,290,,,1.9,1.5,21,43,,14,26,30,26,8.9,29,270,270,0.29,0.29,,,,,7.2g/cm3450lb/ft3,7.2g/cm3450lb/ft3,21MJ/m3,21MJ/m3,790kJ/m3,790kJ/m3,,,93.7,95.5,3.0,3.5,1.5,2.8,,,0,0.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASTM Grade 70-50-05 (ISO 500-7, EN-JS 1050) Ductile Cast Iron",180,6.1,70,530,370,,25,450,,,,270,1160,1120,490,35,11,290,,,1.9,1.5,21,43,,14,26,21,21,10,19,200,200,0.29,0.29,,,,,7.1g/cm3440lb/ft3,7.1g/cm3440lb/ft3,29MJ/m3,29MJ/m3,380kJ/m3,380kJ/m3,,,93.7,95.5,3.0,3.5,1.5,2.8,,,0,0.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE-ASTM Grade G3500b (F10010) Grey Cast Iron,180,9.6,70,260,180,,,,,,,260,1390,1350,490,41,14,,,,1.9,1.5,21,44,,13,25,9.5,12,11,7.5,230,230,0.29,0.29,,,,,7.6g/cm3470lb/ft3,7.6g/cm3470lb/ft3,22MJ/m3,22MJ/m3,88kJ/m3,88kJ/m3,,,93.2,94.7,3.4,3.7,1.3,1.8,0.6,0.9,0,0.15,0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASTM Grade 120-90-02 (ISO 800-2, EN-JS 1080) Ductile Cast Iron",170,2.1,66,920,670,,14,800,,,,270,1160,1120,490,31,11,290,,,1.9,1.5,21,43,,13,26,35,29,8.9,35,310,310,0.28,0.28,,,,,7.2g/cm3450lb/ft3,7.2g/cm3450lb/ft3,17MJ/m3,17MJ/m3,1330kJ/m3,1330kJ/m3,,,93.7,95.5,3.0,3.5,1.5,2.8,,,0,0.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE-ASTM Grade G2500 (F10005) Grey Cast Iron,180,14,69,190,120,,,,,,,270,1390,1350,490,42,14,,,,1.9,1.5,21,44,,13,25,6.9,9.6,11,5.5,200,200,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,23MJ/m3,23MJ/m3,42kJ/m3,42kJ/m3,,,92.9,94.2,3.2,3.5,2.0,2.4,0.6,0.9,0,0.2,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM Grade 40 or 275 (F12801) Grey Cast Iron,180,9.6,69,310,200,970,18,390,,130,,280,1380,1180,490,46,11,,,,1.9,1.5,21,44,,13,25,11,14,13,12,230,230,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,26MJ/m3,26MJ/m3,110kJ/m3,110kJ/m3,,,92.1,93.9,3.1,3.4,2.5,2.8,0.5,0.7,0,0.9,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM Grade 60 or 400 (F14101) Grey Cast Iron,180,9.6,69,450,280,1290,,610,,170,,280,1380,1180,490,46,11,,,,1.9,1.5,21,44,,13,25,17,17,13,17,300,300,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,37MJ/m3,37MJ/m3,210kJ/m3,210kJ/m3,,,92.1,93.9,3.1,3.4,2.5,2.8,0.5,0.7,0,0.9,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASTM Grade 35 or 250 (ISO 250, EN-JL 1040, F12401) Grey Cast Iron",180,9.6,69,250,170,860,15,330,,110,,280,1380,1180,490,46,11,,,,1.9,1.5,21,44,,13,25,9.2,12,13,9.5,180,180,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,21MJ/m3,21MJ/m3,76kJ/m3,76kJ/m3,,,92.1,93.9,3.1,3.4,2.5,2.8,0.5,0.7,0,0.9,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE-ASTM Grade G2500a (F10009) Grey Cast Iron,180,14,69,190,120,,,,,,,270,1390,1350,490,41,14,,,,1.9,1.5,21,44,,13,25,6.9,9.6,11,5.5,200,200,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,22MJ/m3,22MJ/m3,42kJ/m3,42kJ/m3,,,92.9,94.4,3.4,3.7,1.6,2.1,0.6,0.9,0,0.15,0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM Grade 25 or 175 (F11701) Grey Cast Iron,180,9.6,69,190,110,670,,220,,79,,280,1380,1180,490,46,11,,,,1.9,1.5,21,44,,13,25,7.0,9.8,13,7.2,170,170,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,16MJ/m3,16MJ/m3,34kJ/m3,34kJ/m3,,,92.1,93.9,3.1,3.4,2.5,2.8,0.5,0.7,0,0.9,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE-ASTM Grade G3500 (F10007) Grey Cast Iron,180,9.6,70,260,180,,,,,,,270,1390,1350,490,41,14,,,,1.9,1.5,21,44,,13,25,9.5,12,11,7.5,230,230,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,22MJ/m3,22MJ/m3,88kJ/m3,88kJ/m3,,,93.3,94.6,3.0,3.3,1.8,2.2,0.6,0.9,0,0.12,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM Grade 225 Grey Cast Iron,180,9.6,69,260,180,,,,,,,280,1380,1180,490,46,11,,,,1.9,1.5,21,44,,13,25,9.5,12,13,9.8,230,230,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,22MJ/m3,22MJ/m3,88kJ/m3,88kJ/m3,,,92.1,93.9,3.1,3.4,2.5,2.8,0.5,0.7,0,0.9,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE-ASTM Grade G4000 (F10008) Grey Cast Iron,180,9.6,70,290,200,,,,,,,270,1390,1350,490,41,14,,,,1.9,1.5,21,45,,13,25,11,13,11,8.6,240,240,0.29,0.29,,,,,7.6g/cm3470lb/ft3,7.6g/cm3470lb/ft3,25MJ/m3,25MJ/m3,110kJ/m3,110kJ/m3,,,93.4,94.5,3.0,3.3,1.8,2.1,0.7,1.0,0,0.1,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE-ASTM Grade G3000 (F10006) Grey Cast Iron,180,9.6,70,220,150,,,,,,,270,1390,1350,490,41,12,,,,1.9,1.5,21,44,,13,25,8.1,11,11,7.3,210,210,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,19MJ/m3,19MJ/m3,65kJ/m3,65kJ/m3,,,93.1,94.4,3.1,3.4,1.9,2.3,0.6,0.9,0,0.15,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM Grade 55 or 375 (F13801) Grey Cast Iron,180,9.6,69,430,290,,,,,,,280,1380,1180,490,46,11,,,,1.9,1.5,21,44,,13,25,16,17,13,16,230,230,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,37MJ/m3,37MJ/m3,240kJ/m3,240kJ/m3,,,92.1,93.9,3.1,3.4,2.5,2.8,0.5,0.7,0,0.9,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM Grade 325 Grey Cast Iron,180,9.6,69,370,260,,,,,,,280,1380,1180,490,46,11,,,,1.9,1.5,21,44,,13,25,14,15,13,14,230,230,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,32MJ/m3,32MJ/m3,180kJ/m3,180kJ/m3,,,92.1,93.9,3.1,3.4,2.5,2.8,0.5,0.7,0,0.9,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASTM Grade 30 or 200 (ISO 200, EN-JL 1030, F12101) Grey Cast Iron",180,9.6,69,240,130,750,13,280,,97,,280,1380,1180,490,46,11,,,,1.9,1.5,21,44,,13,25,9.0,12,13,9.3,210,210,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,20MJ/m3,20MJ/m3,47kJ/m3,47kJ/m3,,,92.1,93.9,3.1,3.4,2.5,2.8,0.5,0.7,0,0.9,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASTM Grade 45 or 300 (ISO 300, EN-JL 1050, F13101) Grey Cast Iron",180,9.6,69,350,240,,,,,,,280,1380,1180,490,46,11,,,,1.9,1.5,21,44,,13,25,13,15,13,13,230,230,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,30MJ/m3,30MJ/m3,160kJ/m3,160kJ/m3,,,92.1,93.9,3.1,3.4,2.5,2.8,0.5,0.7,0,0.9,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASTM Grade 50 or 350 (ISO 350, EN-JL 1060, F13501) Grey Cast Iron",180,9.6,69,380,230,1130,20,500,,150,,280,1380,1180,490,46,11,,,,1.9,1.5,21,44,,13,25,14,16,13,15,260,260,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,32MJ/m3,32MJ/m3,150kJ/m3,150kJ/m3,,,92.1,93.9,3.1,3.4,2.5,2.8,0.5,0.7,0,0.9,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE-ASTM Grade G1800 (F10004) Grey Cast Iron,180,14,69,140,94,,,,,,,280,1380,1340,490,43,13,,,,1.9,1.5,21,44,,13,25,5.2,8.0,12,4.2,160,160,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,18MJ/m3,18MJ/m3,25kJ/m3,25kJ/m3,,,92.3,93.8,3.4,3.7,2.3,2.8,0.5,0.8,0,0.25,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASTM Grade 20 or 150 (ISO 150, EN-JL 1020, F11401) Grey Cast Iron",180,9.6,69,160,98,570,10,180,,69,,280,1380,1180,490,46,11,,,,1.9,1.5,21,44,,13,25,5.8,8.7,13,6.0,160,160,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,13MJ/m3,13MJ/m3,27kJ/m3,27kJ/m3,,,92.1,93.9,3.1,3.4,2.5,2.8,0.5,0.7,0,0.9,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWS E80C-B6 or E55C-B6 Weld Metal,190,19,74,630,530,,,,,,,260,1450,1410,470,39,13,,,,4.7,1.8,25,71,,14,25,22,21,11,18,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,120MJ/m3,120MJ/m3,730kJ/m3,730kJ/m3,7.1,7.1,90.1,94.4,0,0.1,0.25,0.6,0.4,1.0,0,0.025,0,0.025,4.5,6.0,0.45,0.65,0,0.6,0,0.35,0,0.030,,,,,,,,,,,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWS E110C-K4 or E76C-K4 Weld Metal,190,17,73,850,780,,,,,,,250,1460,1410,470,41,13,,,,3.5,1.7,23,54,,13,24,30,25,11,25,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,140MJ/m3,140MJ/m3,1600kJ/m3,1600kJ/m3,,,92.1,98.4,0,0.15,0,0.8,0.75,2.3,0,0.025,0,0.025,0.15,0.65,0.25,0.65,0.5,2.5,0,0.35,0,0.030,,,,,,,,,,,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWS ER90S-D2 or ER62S-D2 Weld Metal,190,19,73,710,600,,,,,,,260,1450,1410,470,47,13,,,,2.6,1.6,21,50,,13,24,25,23,13,21,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,130MJ/m3,130MJ/m3,980kJ/m3,980kJ/m3,,,95.2,97.4,0.070,0.12,0.5,0.8,1.6,2.1,0,0.025,0,0.025,,,0.4,0.6,0,0.15,0,0.5,,,,,,,,,,,,,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWS ER70S-A1 or ER49S-A1 (K11235) Weld Metal,190,22,73,590,450,,,,,,,260,1460,1420,470,50,13,,,,2.5,1.5,20,48,,13,24,21,20,14,17,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,120MJ/m3,120MJ/m3,540kJ/m3,540kJ/m3,,,96.1,99.3,0,0.12,0.3,0.7,0,1.3,0,0.025,0,0.025,,,0.4,0.65,0,0.2,0,0.35,,,,,,,,,,,,,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWS ER80S-Ni2 or ER55S-Ni2 (K21240) Weld Metal,190,27,72,620,540,,,,,,,260,1450,1410,470,52,13,,,,3.4,1.6,22,51,,13,24,22,21,14,18,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,160MJ/m3,160MJ/m3,770kJ/m3,770kJ/m3,,,94.2,97.6,0,0.12,0.4,0.8,0,1.3,0,0.025,0,0.025,,,,,2.0,2.8,0,0.35,,,,,,,,,,,,,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWS ER100S-1 or ER69S-1 (K10882) Weld Metal,190,18,73,770,700,,,,,,,250,1460,1410,470,49,13,,,,3.6,1.8,24,54,,13,24,27,24,13,23,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,130MJ/m3,130MJ/m3,1290kJ/m3,1290kJ/m3,,,93.5,96.9,0,0.080,0.2,0.55,1.3,1.8,0,0.010,0,0.010,0,0.3,0.25,0.55,1.4,2.1,0,0.25,0,0.050,0,0.1,,,,,,,,,0,0.5,0,0.1,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,
AWS E80C-Ni3 or E55C-Ni3 (W23030) Weld Metal,190,27,72,630,530,,,,,,,260,1450,1410,470,51,13,,,,3.9,1.7,23,53,,13,24,22,21,14,19,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,160MJ/m3,160MJ/m3,740kJ/m3,740kJ/m3,,,92.8,97.3,0,0.12,0,0.9,0,1.5,0,0.025,0,0.030,,,,,2.8,3.8,0,0.35,0,0.030,,,,,,,,,,,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWS E70C-B2L or E49C-B2L (W52130) Weld Metal,190,21,73,580,460,,,,,,,260,1460,1420,470,39,13,,,,3.0,1.6,22,54,,13,24,20,20,11,17,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,110MJ/m3,110MJ/m3,550kJ/m3,550kJ/m3,3.0,3.0,95.1,98,0,0.050,0.25,0.6,0.4,1.0,0,0.025,0,0.030,1.0,1.5,0.4,0.65,0,0.2,0,0.35,0,0.030,,,,,,,,,,,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWS ER80S-B8 or ER55S-B8 (S50480) Weld Metal,190,19,75,630,530,,,,,,,270,1460,1410,470,26,13,,,,6.5,2.0,28,89,,14,25,22,21,6.9,17,,,0.28,0.28,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,120MJ/m3,120MJ/m3,720kJ/m3,720kJ/m3,13,13,85.6,90.8,0,0.1,0,0.5,0.4,0.7,0,0.025,0,0.025,8.0,10.5,0.8,1.2,0,0.5,0,0.35,,,,,,,,,,,,,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWS ER80S-B6 or ER55S-B6 (S50280) Weld Metal,190,19,74,620,540,,,,,,,260,1460,1410,470,40,13,,,,4.7,1.8,24,71,,14,25,22,21,11,18,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,110MJ/m3,110MJ/m3,750kJ/m3,750kJ/m3,7.1,7.1,90.6,94.7,0,0.1,0,0.5,0.4,0.7,0,0.025,0,0.025,4.5,6.0,0.45,0.65,0,0.6,0,0.35,,,,,,,,,,,,,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
